"","2.5%","50%","97.5%"
"GM19773",0.0154179698428604,0.0503094691128473,0.13764597251405
"GM19787",0.0606079818479603,0.147261801813409,0.311381640882649
"GM20770",0.0303679813559593,0.0892223369562316,0.225169138749274
"GM20772",0.197399824338609,0.356432670816383,0.563951689190706
"HG00113",0.150333564339163,0.32390695139489,0.542411563713074
"HG00142",0.091355514706622,0.21549535061305,0.435692374141693
"HG00156",0.0368251517149869,0.0914199708108155,0.198715828048839
"HG01345",0.220063384928047,0.369442021082913,0.562264898783588
"GM12341",0.0294397376953149,0.0857050913926299,0.214920196722503
"GM18622",0.249293418487081,0.504949573885088,0.798671860317124
"GM19123",0.211165713168375,0.382002652469015,0.594697934324
"GM19209",0.0632258041700908,0.1638839720286,0.352785401743409
"GM20818",0.0104722655706948,0.0365075687009996,0.11288977019899
"HG01440",0.260779777166667,0.41939089310885,0.577873112651373
"HG01441",0.102784259042092,0.227682809568861,0.408234249455755
